company_id	source_type	url	title	discovered_at
hinge_health	trade_press	https://www.cnbc.com/video/2025/05/22/hinge-health-ceo-on-company-ahead-of-first-trade-health-care-business-and-growth.html	Hinge Health CEO on company ahead of first trade, health care business and growth	2026-06-08
hinge_health	trade_press	https://www.cnbc.com/video/2026/04/29/daniel-perez-hinge-health-ceo-a-fortt-knox-update.html	Daniel Perez, Hinge Health CEO: A Fortt Knox Update	2026-06-08
hinge_health	news	https://finance.yahoo.com/news/hinge-health-reports-fourth-quarter-210500618.html	Hinge Health reports fourth quarter and full year 2025 financial results	2026-06-08
hinge_health	transcript	https://seekingalpha.com/article/4868427-hinge-health-inc-hnge-q4-2025-earnings-call-transcript	Hinge Health, Inc. (HNGE) Q4 2025 Earnings Call Transcript	2026-06-08
hinge_health	transcript	https://www.investing.com/news/transcripts/earnings-call-transcript-hinge-health-q4-2025-delivers-strong-earnings-beat-93CH-4498391	Earnings call transcript: Hinge Health Q4 2025 delivers strong earnings beat	2026-06-08
hinge_health	transcript	https://www.investing.com/news/transcripts/earnings-call-transcript-hinge-health-beats-q1-2026-earnings-expectations-93CH-4661288	Earnings call transcript: Hinge Health beats Q1 2026 earnings expectations	2026-06-08
hinge_health	transcript	https://www.fool.com/earnings/call-transcripts/2026/02/10/hinge-health-hnge-q4-2025-earnings-transcript/	Hinge Health (HNGE) Q4 2025 Earnings Transcript	2026-06-08
hinge_health	transcript	https://www.fool.com/earnings/call-transcripts/2026/05/05/hinge-health-hnge-q1-2026-earnings-transcript/	Hinge Health (HNGE) Q1 2026 Earnings Transcript	2026-06-08
hinge_health	conference	https://ir.hingehealth.com/events-presentations/event-details/2025/Hinge-Health-Q3-2025-Earnings-Call/default.aspx	Hinge Health Q3 2025 Earnings Call	2026-06-08
hinge_health	news	https://www.hingehealth.com/for-organizations/state-of-msk-report-2025/	Moving beyond pain | The State of MSK Care 2025	2026-06-08
